YEAR,MONTH,STATE,PRECIPITATION,TEMP_AVG,TEMP_MAX,TEMP_MIN
2009,4,South Carolina,3.40,61.70,74.5,48.8
2009,5,South Carolina,5.68,70.90,80.8,61
2009,6,South Carolina,4.04,79.10,90,68.1
2009,7,South Carolina,4.25,78.90,89.9,67.9
2009,8,South Carolina,3.65,80.00,90,70
2009,9,South Carolina,2.91,73.80,84,63.6
2009,10,South Carolina,4.79,62.20,72.6,51.9
2009,11,South Carolina,4.63,55.50,66.1,45
2009,12,South Carolina,8.05,44.90,55,34.8
2009,1,South Dakota,0.40,16.70,27.8,5.6
2009,2,South Dakota,1.00,23.40,33.9,13
2009,3,South Dakota,1.75,30.00,41.7,18.3
2009,4,South Dakota,1.86,42.30,53.6,31
2009,5,South Dakota,1.27,55.80,69.9,41.8
2009,6,South Dakota,3.49,63.20,74.6,51.8
2009,7,South Dakota,3.45,67.90,80.4,55.4
2009,8,South Dakota,2.87,67.40,80.5,54.2
2009,9,South Dakota,1.30,63.00,75.9,50
2009,10,South Dakota,3.94,39.50,47.6,31.4
2009,11,South Dakota,0.11,40.00,52.9,27
2009,12,South Dakota,1.15,13.50,21.8,5.3
2009,1,Tennessee,4.61,35.30,45.1,25.5
2009,2,Tennessee,2.66,42.30,54.1,30.5
2009,3,Tennessee,4.52,50.30,61.2,39.5
2009,4,Tennessee,4.33,57.20,69.5,44.9
2009,5,Tennessee,8.36,66.40,76,56.8
2009,6,Tennessee,3.66,75.60,86.8,64.4
2009,7,Tennessee,6.96,73.70,83.8,63.6
2009,8,Tennessee,3.34,74.90,85.2,64.5
2009,9,Tennessee,7.13,70.60,79.5,61.7
2009,10,Tennessee,6.81,56.30,66.3,46.2
2009,11,Tennessee,2.02,50.50,62.6,38.5
2009,12,Tennessee,5.88,37.90,46.6,29.2
2009,1,Texas,0.40,47.90,63.1,32.7
2009,2,Texas,0.62,55.50,70.5,40.6
2009,3,Texas,2.21,59.50,72.7,46.3
2009,4,Texas,3.20,64.80,78.6,51.1
2009,5,Texas,2.30,73.60,85.6,61.5
2009,6,Texas,1.87,81.70,94.3,69.1
2009,7,Texas,3.09,84.10,96.4,71.8
2009,8,Texas,1.62,83.30,95.9,70.6
2009,9,Texas,4.20,74.10,85,63.2
2009,10,Texas,5.55,64.20,75.6,52.7
2009,11,Texas,1.26,57.30,70.9,43.6
2009,12,Texas,2.22,43.10,53.9,32.3
2009,1,Utah,1.12,29.50,40.3,18.7
2009,2,Utah,0.98,33.10,44.2,22.1
2009,3,Utah,0.79,39.20,52.2,26.4
2009,4,Utah,1.56,45.30,58.3,32.2
2009,5,Utah,1.23,58.70,72.8,44.6
2009,6,Utah,1.74,62.00,75.5,48.5
2009,7,Utah,0.49,73.20,88.4,58
2009,8,Utah,0.39,69.70,85.3,54
2009,9,Utah,0.75,64.30,79.1,49.4
2009,10,Utah,0.79,45.70,58.4,33
2009,11,Utah,0.40,39.00,52,25.9
2009,12,Utah,1.56,21.60,32,11.2
2010,1,Alabama,6.21,40.00,50.8,29.2
2010,2,Alabama,4.22,40.60,50.8,30.3
2010,3,Alabama,5.07,51.20,62.6,39.7
2010,4,Alabama,2.82,64.20,78.6,49.7
2010,5,Alabama,6.15,73.30,84.3,62.3
2010,6,Alabama,3.26,80.90,91.6,70.1
2010,7,Alabama,3.50,82.60,93.2,71.9
2010,8,Alabama,4.83,83.00,93.3,72.6
2010,9,Alabama,1.61,76.90,90.6,63.1
2010,10,Alabama,2.59,64.30,80.1,48.4
2010,11,Alabama,4.73,55.20,68.1,42.3
2010,12,Alabama,2.20,40.30,51.8,28.9
2010,1,Arizona,3.41,42.20,53.9,30.5
2010,2,Arizona,1.44,44.30,55.5,33.1
2010,3,Arizona,1.03,49.20,62.8,35.6
2010,4,Arizona,0.27,56.10,70.9,41.2
2010,5,Arizona,0.06,63.10,79.2,46.9
2010,6,Arizona,0.08,75.90,92.6,59.2
2010,7,Arizona,1.97,81.80,95.1,68.4
2010,8,Arizona,1.84,79.00,92.1,65.8
2010,9,Arizona,0.60,75.40,91.2,59.7
2010,10,Arizona,1.35,62.70,76.1,49.3
2010,11,Arizona,0.19,48.30,62.4,34.2
2010,12,Arizona,1.67,46.70,58.9,34.5
2010,1,Arkansas,3.92,36.50,45.4,27.6
2010,2,Arkansas,3.32,36.50,44.9,28
2010,3,Arkansas,2.99,50.50,62.2,38.7
2010,4,Arkansas,3.06,63.40,75.7,51
2010,5,Arkansas,6.20,71.30,82.1,60.4
2010,6,Arkansas,2.61,81.60,92.1,71.1
2010,7,Arkansas,4.46,82.00,91.7,72.2
2010,8,Arkansas,1.73,83.90,95.7,72.1
2010,9,Arkansas,3.30,74.80,87,62.5
2010,10,Arkansas,1.31,62.70,78.3,47.1
2010,11,Arkansas,4.35,52.00,63.8,40.3
2010,12,Arkansas,1.54,38.90,49,28.8
2010,1,California,6.48,45.20,53.7,36.6
2010,2,California,3.65,46.80,56.1,37.5
2010,3,California,2.19,49.00,60.9,37.2
2010,4,California,3.47,50.90,62.8,39
2010,5,California,1.07,56.90,69.8,44
2010,6,California,0.26,69.10,83.2,55.1
2010,7,California,0.07,76.10,91,61.2
2010,8,California,0.10,73.40,88.6,58.2
2010,9,California,0.16,70.40,86,54.9
2010,10,California,3.00,60.50,71.9,49.1
2010,11,California,2.60,48.60,59.6,37.6
2010,12,California,8.13,45.80,53.8,37.7
2010,1,Colorado,0.88,26.10,38.9,13.2
2010,2,Colorado,1.21,24.60,36.3,12.9
2010,3,Colorado,1.74,35.20,48.3,22
2010,4,Colorado,2.13,43.60,57.2,30.1
2010,5,Colorado,1.34,50.10,64.2,36.1
2010,6,Colorado,1.35,64.00,79.1,48.8
2010,7,Colorado,2.46,68.60,83.4,53.9
2010,8,Colorado,2.34,66.50,80.9,52
2010,9,Colorado,0.73,61.20,78,44.4
2010,10,Colorado,1.41,49.20,63.6,34.8
2010,11,Colorado,0.95,33.60,47.2,20.1
2010,12,Colorado,1.65,31.10,42.8,19.3
2010,1,Connecticut,2.94,27.00,35,19
2010,2,Connecticut,4.51,29.80,36.4,23.2
2010,3,Connecticut,9.95,43.00,52.5,33.5
2010,4,Connecticut,1.70,52.00,64.4,39.5
2010,5,Connecticut,2.94,60.90,73.4,48.4
2010,6,Connecticut,3.36,68.90,79.6,58.2
2010,7,Connecticut,3.53,75.10,86,64.1
2010,8,Connecticut,3.58,71.00,81.5,60.4
2010,9,Connecticut,2.62,65.60,76.2,55.1
2010,10,Connecticut,5.47,52.80,62.9,42.8
2010,11,Connecticut,3.38,41.90,51.1,32.7
2010,12,Connecticut,4.56,28.20,35.8,20.5
2010,1,Delaware,2.85,33.40,41.2,25.5
2010,2,Delaware,3.85,31.40,38.3,24.4
2010,3,Delaware,6.46,48.10,57.9,38.3
2010,4,Delaware,1.91,57.50,69.8,45.2
2010,5,Delaware,2.21,66.20,77.2,55.2
2010,6,Delaware,2.13,77.40,88.1,66.6
2010,7,Delaware,4.29,79.90,90.3,69.5
2010,8,Delaware,3.38,77.00,86.9,67.1
2010,9,Delaware,3.71,71.40,82.5,60.3
2010,10,Delaware,5.64,58.60,68.7,48.5
2010,11,Delaware,2.03,47.50,57.5,37.4
2010,12,Delaware,2.10,31.70,39.1,24.2
2010,1,Florida,4.23,52.50,64.1,40.9
2010,2,Florida,3.70,52.60,63.4,41.8
2010,3,Florida,5.87,59.00,70.5,47.4
2010,4,Florida,2.75,69.70,81.5,57.9
2010,5,Florida,4.22,78.50,88.6,68.4
2010,6,Florida,5.24,83.10,93.2,73
2010,7,Florida,6.00,83.40,92.4,74.4
2010,8,Florida,8.16,83.50,91.8,75.1
2010,9,Florida,4.33,80.90,90.6,71.2
2010,10,Florida,0.44,72.10,84.6,59.6
2010,11,Florida,2.07,64.90,77,52.8
2010,12,Florida,1.11,50.10,63.1,37.1
2010,1,Georgia,6.05,41.80,52.7,30.8
2010,2,Georgia,3.57,42.10,52.5,31.8
2010,3,Georgia,3.68,52.10,63.7,40.5
2010,4,Georgia,2.36,64.50,79.1,49.9
2010,5,Georgia,5.15,73.60,84.8,62.4
2010,6,Georgia,4.27,81.00,92.1,69.9
2010,7,Georgia,3.71,82.20,93,71.3
2010,8,Georgia,5.15,82.20,91.8,72.6
2010,9,Georgia,3.27,76.50,89.4,63.6
2010,10,Georgia,1.48,64.80,79.3,50.2
2010,11,Georgia,2.08,54.80,68.3,41.3
2010,12,Georgia,2.27,39.90,51.5,28.3
2010,1,Idaho,2.54,28.20,35.6,20.7
2010,2,Idaho,1.06,28.90,37.8,19.9
2010,3,Idaho,1.86,35.20,46.3,24.1
2010,4,Idaho,2.64,40.00,51.7,28.3
2010,5,Idaho,2.77,44.10,55.3,32.9
2010,6,Idaho,3.24,55.50,67.6,43.4
2010,7,Idaho,0.52,64.20,80.2,48.1
2010,8,Idaho,0.83,62.80,78.4,47.1
2010,9,Idaho,0.94,56.40,71.6,41.2
2010,10,Idaho,2.49,47.50,59.3,35.6
2010,11,Idaho,3.03,30.50,38.9,22.1
2010,12,Idaho,4.22,26.60,33.7,19.6
2010,1,Illinois,1.44,21.50,28.4,14.8
2010,2,Illinois,1.53,25.70,33.5,18
2010,3,Illinois,2.74,43.80,53.6,34.1
2010,4,Illinois,3.36,58.70,71.4,46.1
2010,5,Illinois,5.40,64.30,74.7,53.9
2010,6,Illinois,7.71,74.90,85,64.8
2010,7,Illinois,5.35,77.60,87.7,67.6
2010,8,Illinois,3.18,76.80,87.9,65.6
2010,9,Illinois,3.73,67.20,78.9,55.4
2010,10,Illinois,1.32,56.50,70.6,42.4
2010,11,Illinois,3.15,43.70,54.7,32.6
2010,12,Illinois,1.77,24.00,31.1,16.8
2010,1,Indiana,1.52,23.90,30.4,17.5
2010,2,Indiana,1.48,25.70,33,18.5
2010,3,Indiana,3.10,43.60,54,33.2
2010,4,Indiana,3.16,57.30,70.2,44.5
2010,5,Indiana,5.49,64.30,74.8,53.8
2010,6,Indiana,7.68,74.10,84.3,63.9
2010,7,Indiana,4.15,76.40,86.9,65.9
2010,8,Indiana,1.84,75.60,87.2,64.1
2010,9,Indiana,1.35,67.20,80.5,54
2010,10,Indiana,1.17,56.00,70,41.9
2010,11,Indiana,5.01,42.80,54.6,31
2010,12,Indiana,1.44,24.30,31.4,17.2
2010,1,Iowa,1.30,13.60,20.2,6.9
2010,2,Iowa,0.96,17.30,26.2,8.5
2010,3,Iowa,1.72,38.40,47.7,29.1
2010,4,Iowa,3.70,55.20,67.7,42.7
2010,5,Iowa,4.19,59.90,71.2,48.6
2010,6,Iowa,10.28,70.80,81.1,60.6
2010,7,Iowa,7.89,74.60,84.1,65
2010,8,Iowa,4.83,74.40,84.8,64
2010,9,Iowa,5.40,63.10,74.2,52
2010,10,Iowa,0.91,53.90,68.1,39.7
2010,11,Iowa,1.64,38.00,48,27.9
2010,12,Iowa,1.23,19.10,26.9,11.2
2010,1,Kansas,0.48,27.20,36.9,17.6
2010,2,Kansas,0.86,29.90,38.8,21
2010,3,Kansas,2.08,44.20,55.5,32.9
2010,4,Kansas,2.62,57.80,71,44.7
2010,5,Kansas,4.06,62.10,73.9,50.2
2010,6,Kansas,4.70,77.00,89.1,64.8
2010,7,Kansas,4.55,79.60,90.9,68.2
2010,8,Kansas,2.93,79.70,93,66.4
2010,9,Kansas,3.14,70.80,84.5,57.1
2010,10,Kansas,0.69,59.10,74.3,44
2010,11,Kansas,1.53,43.60,56.8,30.4
2010,12,Kansas,0.20,32.30,44,20.6
2010,1,Kentucky,3.52,29.80,37.6,22.1
2010,2,Kentucky,2.25,30.60,38.5,22.8
2010,3,Kentucky,2.69,46.50,57.1,35.9
2010,4,Kentucky,3.19,59.90,74,45.8
2010,5,Kentucky,8.21,67.30,78.1,56.5
2010,6,Kentucky,4.25,77.00,87.8,66.2
2010,7,Kentucky,4.58,78.40,89.2,67.6
2010,8,Kentucky,3.44,78.30,89.8,66.6
2010,9,Kentucky,1.81,70.00,83.9,56
2010,10,Kentucky,1.69,58.20,73.2,43.2
2010,11,Kentucky,4.90,47.10,59.5,34.6
2010,12,Kentucky,3.01,29.00,36.2,21.8
2010,1,Louisiana,3.50,45.60,56,35.2
2010,2,Louisiana,5.44,44.80,53.8,35.8
2010,3,Louisiana,2.42,55.10,66.9,43.4
2010,4,Louisiana,1.29,67.60,79.4,55.8
2010,5,Louisiana,3.24,77.30,87.9,66.7
2010,6,Louisiana,4.31,83.50,93,74
2010,7,Louisiana,5.48,83.40,92.2,74.6
2010,8,Louisiana,6.08,85.00,94.5,75.5
2010,9,Louisiana,1.30,79.80,91.2,68.4
2010,10,Louisiana,1.29,68.30,82.9,53.6
2010,11,Louisiana,5.36,59.00,70.2,47.6
2010,12,Louisiana,2.05,48.10,59.5,36.6
2010,1,Maine,3.07,20.30,28.2,12.4
2010,2,Maine,2.67,24.60,30.6,18.5
2010,3,Maine,5.11,34.60,44.4,24.7
2010,4,Maine,2.82,44.90,55.8,34
2010,5,Maine,2.09,54.60,67.4,41.7
2010,6,Maine,5.54,60.80,71.4,50.1
2010,7,Maine,2.87,69.20,79.6,58.9
2010,8,Maine,2.33,65.20,77,53.4
2010,9,Maine,5.37,58.30,67.5,49.2
2010,10,Maine,5.93,45.20,53.8,36.5
2010,11,Maine,5.20,34.50,42.3,26.7
2010,12,Maine,6.31,23.40,30.5,16.3
2010,1,Maryland,2.77,32.20,40.2,24.3
2010,2,Maryland,3.43,30.80,38.2,23.4
2010,3,Maryland,4.99,47.40,57.4,37.4
2010,4,Maryland,1.87,57.50,70,45
2010,5,Maryland,3.11,65.70,76.6,54.8
2010,6,Maryland,2.10,76.20,86.8,65.6
2010,7,Maryland,3.79,79.10,90.5,67.8
2010,8,Maryland,4.34,76.40,86.4,66.3
2010,9,Maryland,5.24,70.20,81.9,58.5
2010,10,Maryland,4.83,57.80,68.3,47.3
2010,11,Maryland,2.14,46.10,56.4,35.9
2010,12,Maryland,2.28,30.80,38.1,23.6
2010,1,Massachusetts,3.35,25.90,34,17.8
2010,2,Massachusetts,4.45,29.30,36,22.6
2010,3,Massachusetts,10.53,41.40,50.6,32.2
2010,4,Massachusetts,1.60,50.60,62.7,38.5
2010,5,Massachusetts,2.74,60.30,72.7,47.9
2010,6,Massachusetts,3.35,67.60,78.3,56.9
2010,7,Massachusetts,2.95,74.10,85.3,62.8
2010,8,Massachusetts,3.86,70.10,80.8,59.3
2010,9,Massachusetts,2.43,64.60,75.3,53.9
2010,10,Massachusetts,6.49,51.50,61.2,41.7
2010,11,Massachusetts,3.82,41.00,49.8,32.2
2010,12,Massachusetts,4.06,27.80,35.5,20.1
2010,1,Michigan,0.95,21.30,27.5,15.1
2010,2,Michigan,1.04,23.10,30.4,15.8
2010,3,Michigan,0.73,37.60,49.3,25.9
2010,4,Michigan,2.09,49.00,61.8,36.3
2010,5,Michigan,3.52,58.30,70.2,46.4
2010,6,Michigan,5.89,64.90,75.2,54.7
2010,7,Michigan,4.16,71.40,82.4,60.4
2010,8,Michigan,2.37,70.70,81.3,60.1
2010,9,Michigan,4.88,58.10,68.3,47.9
2010,10,Michigan,2.01,49.90,60.9,38.8
2010,11,Michigan,2.15,37.80,46.6,29
2010,12,Michigan,1.43,22.80,28.7,17
2010,1,Minnesota,0.89,8.80,17.2,0.5
2010,2,Minnesota,0.58,12.80,24,1.7
2010,3,Minnesota,0.95,35.80,45.6,25.9
2010,4,Minnesota,1.35,50.00,63.3,36.6
2010,5,Minnesota,3.15,56.00,67.9,44.2
2010,6,Minnesota,5.21,63.80,74,53.7
2010,7,Minnesota,4.95,70.40,81.3,59.4
2010,8,Minnesota,4.55,70.20,81.1,59.3
2010,9,Minnesota,6.41,55.00,65,45
2010,10,Minnesota,2.25,49.10,61,37.3
2010,11,Minnesota,1.38,30.70,39.4,22
2010,12,Minnesota,1.77,11.50,18.9,4.1
2010,1,Mississippi,5.14,40.60,51.1,30.1
2010,2,Mississippi,4.31,40.70,50.5,30.9
2010,3,Mississippi,3.89,52.30,64.1,40.5
2010,4,Mississippi,2.77,65.10,78.7,51.5
2010,5,Mississippi,5.89,74.40,85.3,63.5
2010,6,Mississippi,3.11,82.20,92.6,71.7
2010,7,Mississippi,4.15,82.70,92.8,72.7
2010,8,Mississippi,4.91,83.80,94.2,73.3
2010,9,Mississippi,0.84,77.00,90.7,63.4
2010,10,Mississippi,1.73,65.00,81.3,48.8
2010,11,Mississippi,5.58,55.70,68.2,43.3
2010,12,Mississippi,1.59,42.30,53.7,30.8
2010,1,Missouri,2.12,25.50,33.2,17.8
2010,2,Missouri,1.73,28.40,37,19.7
2010,3,Missouri,3.35,45.00,55.3,34.8
2010,4,Missouri,3.94,60.50,72.8,48.1
2010,5,Missouri,6.77,64.50,74.9,54.2
2010,6,Missouri,4.79,77.30,87.7,66.9
2010,7,Missouri,6.77,79.10,89,69.3
2010,8,Missouri,2.53,79.00,90.8,67.2
2010,9,Missouri,7.86,68.80,79.9,57.7
2010,10,Missouri,0.73,58.30,72.6,44.1
2010,11,Missouri,3.08,46.50,58.3,34.7
2010,12,Missouri,0.90,29.60,38.1,21.2
2010,1,Montana,1.08,20.60,29.5,11.8
2010,2,Montana,0.50,21.10,31,11.2
2010,3,Montana,0.74,36.20,48.1,24.3
2010,4,Montana,2.08,41.60,53.9,29.2
2010,5,Montana,3.93,46.30,57.7,34.8
2010,6,Montana,3.66,57.50,69.6,45.5
2010,7,Montana,1.51,64.30,78.9,49.7
2010,8,Montana,2.18,63.80,78.4,49.2
2010,9,Montana,1.87,54.10,67,41.2
2010,10,Montana,0.91,47.60,61.1,34.2
2010,11,Montana,1.92,26.60,36.4,16.8
2010,12,Montana,1.61,19.00,27.8,10.2
2010,1,Nebraska,0.37,22.10,31.5,12.8
2010,2,Nebraska,0.73,23.00,32.4,13.5
2010,3,Nebraska,1.69,39.70,50.1,29.3
2010,4,Nebraska,2.97,51.70,64.4,38.8
2010,5,Nebraska,3.02,56.30,68.3,44.3
2010,6,Nebraska,7.40,69.60,81.6,57.5
2010,7,Nebraska,4.03,74.50,86.5,62.5
2010,8,Nebraska,2.85,74.80,88,61.6
2010,9,Nebraska,2.04,63.60,78.4,48.7
2010,10,Nebraska,0.92,54.00,69.1,38.9
2010,11,Nebraska,0.67,36.70,49,24.3
2010,12,Nebraska,0.37,26.10,37.3,15
2010,1,Nevada,1.45,32.90,42.4,23.4
2010,2,Nevada,1.03,35.80,45.8,25.9
2010,3,Nevada,0.94,39.90,52.2,27.7
2010,4,Nevada,1.27,44.20,57.4,30.9
2010,5,Nevada,1.07,49.20,62.6,35.8
2010,6,Nevada,0.20,64.80,79.9,49.7
2010,7,Nevada,0.35,74.10,90.4,57.7
2010,8,Nevada,0.25,69.90,86.4,53.3
2010,9,Nevada,0.26,63.90,82,45.9
2010,10,Nevada,2.23,52.90,65.2,40.7
2010,11,Nevada,1.19,37.40,48.8,26
2010,12,Nevada,2.82,35.60,44.2,27.1
2010,1,New Hampshire,2.78,21.10,29.4,12.7
2010,2,New Hampshire,4.10,25.30,31.9,18.8
2010,3,New Hampshire,7.41,37.00,47,27
2010,4,New Hampshire,2.82,46.70,59,34.3
2010,5,New Hampshire,2.29,56.70,70.3,43
2010,6,New Hampshire,4.62,63.00,74.2,51.7
2010,7,New Hampshire,3.48,70.40,82.1,58.8
2010,8,New Hampshire,3.75,66.00,77.6,54.4
2010,9,New Hampshire,2.95,60.10,70.9,49.3
2010,10,New Hampshire,7.84,46.30,56.1,36.4
2010,11,New Hampshire,3.66,36.10,44.6,27.7
2010,12,New Hampshire,4.30,23.10,30.6,15.6
2010,1,New Jersey,2.64,31.20,39.2,23.2
2010,2,New Jersey,4.62,31.10,37.9,24.4
2010,3,New Jersey,8.66,46.20,56.2,36.2
2010,4,New Jersey,2.51,55.50,68.1,42.9
2010,5,New Jersey,3.35,64.00,75.3,52.7
2010,6,New Jersey,2.24,73.90,85.1,62.7
2010,7,New Jersey,4.07,78.30,89.2,67.3
2010,8,New Jersey,2.51,74.90,85.1,64.6
2010,9,New Jersey,3.18,69.20,80.4,57.9
2010,10,New Jersey,5.38,56.00,66.3,45.7
2010,11,New Jersey,2.17,45.00,54.9,35.2
2010,12,New Jersey,3.27,30.80,38.3,23.3
2010,1,New Mexico,1.44,33.60,47.3,19.8
2010,2,New Mexico,1.18,35.10,47,23.2
2010,3,New Mexico,1.00,43.10,58.2,28
2010,4,New Mexico,0.87,52.70,68.2,37.3
2010,5,New Mexico,0.47,59.90,76.7,43
2010,6,New Mexico,0.89,72.60,89.5,55.7
2010,7,New Mexico,3.70,73.30,86.6,60
2010,8,New Mexico,2.26,72.30,86.6,58
2010,9,New Mexico,1.43,68.30,83.9,52.7
2010,10,New Mexico,0.81,56.70,72,41.3
2010,11,New Mexico,0.10,42.00,58.2,25.7
2010,12,New Mexico,0.67,40.40,54.8,26.1
2010,1,New York,2.41,21.80,29.2,14.3
2010,2,New York,2.72,24.10,30.4,17.7
2010,3,New York,3.64,38.20,47.8,28.6
2010,4,New York,2.09,49.20,62,36.4
2010,5,New York,2.63,58.60,71.1,46.2
2010,6,New York,5.57,65.10,75.4,54.8
2010,7,New York,4.02,71.40,82.4,60.4
2010,8,New York,4.47,68.20,78.4,58
2010,9,New York,3.30,60.90,70.9,50.9
2010,10,New York,6.91,48.50,57.9,39.1
2010,11,New York,2.86,37.90,46.7,29.2
2010,12,New York,3.31,23.10,29.4,16.9
2010,1,North Carolina,5.00,36.60,47,26.3
2010,2,North Carolina,3.77,36.90,46.1,27.7
2010,3,North Carolina,4.06,49.50,61.1,37.9
2010,4,North Carolina,1.56,61.30,75.6,47
2010,5,North Carolina,4.68,69.50,80.4,58.6
2010,6,North Carolina,3.65,78.80,89.5,68
2010,7,North Carolina,4.05,79.40,90.1,68.7
2010,8,North Carolina,4.52,78.60,88.3,68.7
2010,9,North Carolina,7.81,73.10,85.3,60.9
2010,10,North Carolina,2.71,60.90,73.9,47.9
2010,11,North Carolina,1.59,50.00,62.5,37.4
2010,12,North Carolina,2.87,33.60,42.9,24.2
2010,1,North Dakota,0.79,9.70,17.4,2
2010,2,North Dakota,0.56,9.30,18.2,0.4
2010,3,North Dakota,0.76,31.60,39.7,23.5
2010,4,North Dakota,1.58,47.20,60.5,33.9
2010,5,North Dakota,4.08,52.40,63.2,41.6
2010,6,North Dakota,3.61,63.10,74,52.2
2010,7,North Dakota,2.76,68.80,81.3,56.4
2010,8,North Dakota,2.40,69.00,81.9,56
2010,9,North Dakota,3.98,54.60,65.6,43.6
2010,10,North Dakota,1.09,48.00,61,35.1
2010,11,North Dakota,0.63,27.20,36.4,18
2010,12,North Dakota,1.24,9.60,17,2.2
2010,1,Ohio,1.76,25.00,31,18.9
2010,2,Ohio,2.05,25.70,32.4,19
2010,3,Ohio,2.85,42.20,52.6,31.8
2010,4,Ohio,2.18,55.30,68.8,41.9
2010,5,Ohio,5.37,63.40,74.4,52.3
2010,6,Ohio,6.32,72.20,82.4,62
2010,7,Ohio,3.45,75.10,86,64.1
2010,8,Ohio,2.72,74.20,85.3,63
2010,9,Ohio,2.11,65.90,78.5,53.4
2010,10,Ohio,1.93,54.70,66.8,42.6
2010,11,Ohio,4.14,41.90,53.6,30.3
2010,12,Ohio,1.88,24.80,30.8,18.9
2010,1,Oklahoma,1.86,35.20,45.6,24.8
2010,2,Oklahoma,1.92,35.70,43.9,27.5
2010,3,Oklahoma,2.03,49.00,60.7,37.2
2010,4,Oklahoma,2.63,61.50,73.7,49.4
2010,5,Oklahoma,4.80,68.20,80.1,56.4
2010,6,Oklahoma,4.12,81.00,91.9,70
2010,7,Oklahoma,4.46,81.90,91.9,71.9
2010,8,Oklahoma,1.69,83.90,97,70.8
2010,9,Oklahoma,4.13,75.00,87.1,62.9
2010,10,Oklahoma,1.67,62.30,77.5,47.1
2010,11,Oklahoma,1.87,50.40,63.4,37.5
2010,12,Oklahoma,0.86,39.50,51,28
2010,1,Oregon,4.52,36.90,42.8,31
2010,2,Oregon,2.59,37.60,45.5,29.6
2010,3,Oregon,3.57,39.50,50.3,28.7
2010,4,Oregon,3.89,42.00,53,30.9
2010,5,Oregon,3.02,46.40,57.4,35.5
2010,6,Oregon,2.85,55.60,67.9,43.3
2010,7,Oregon,0.23,65.30,81.4,49.1
2010,8,Oregon,0.39,63.50,79.2,47.9
2010,9,Oregon,1.54,58.50,72.6,44.5
2010,10,Oregon,3.59,50.00,61.2,38.6
2010,11,Oregon,4.62,36.70,44.7,28.7
2010,12,Oregon,7.10,33.40,39.6,27.1
2010,1,Pennsylvania,3.08,25.70,32.6,18.7
2010,2,Pennsylvania,2.66,25.80,32.8,18.9
2010,3,Pennsylvania,3.57,42.00,52.7,31.3
2010,4,Pennsylvania,2.31,52.40,66.4,38.5
2010,5,Pennsylvania,4.02,60.50,72.3,48.7
2010,6,Pennsylvania,3.63,69.30,80.3,58.2
2010,7,Pennsylvania,4.64,73.30,85.4,61.2
2010,8,Pennsylvania,3.11,70.80,81.6,59.9
2010,9,Pennsylvania,3.41,63.60,75.6,51.6
2010,10,Pennsylvania,5.15,51.40,62.3,40.5
2010,11,Pennsylvania,3.29,40.80,50.6,30.9
2010,12,Pennsylvania,3.43,25.40,31.7,19.2
2010,1,Rhode Island,3.29,28.40,36.3,20.5
2010,2,Rhode Island,4.76,31.40,38.3,24.5
2010,3,Rhode Island,14.75,43.60,52.2,34.9
2010,4,Rhode Island,1.95,52.00,63.4,40.6
2010,5,Rhode Island,2.73,60.90,72,49.8
2010,6,Rhode Island,3.77,68.90,78.6,59.1
2010,7,Rhode Island,3.70,75.00,85,64.9
2010,8,Rhode Island,3.20,70.80,80.8,60.9
2010,9,Rhode Island,2.94,65.50,75.4,55.6
2010,10,Rhode Island,4.36,53.50,62.8,44.2
2010,11,Rhode Island,3.67,43.30,51.8,34.8
2010,12,Rhode Island,4.20,30.30,38,22.6
2010,1,South Carolina,4.92,40.70,51.9,29.4
2010,2,South Carolina,3.34,41.20,51.8,30.7
2010,3,South Carolina,3.06,52.20,64.4,40.1
2010,4,South Carolina,1.34,64.50,78.9,50
2010,5,South Carolina,3.60,73.20,84.3,62.2
2010,6,South Carolina,4.51,81.80,92.8,70.8
2010,7,South Carolina,4.87,82.30,93.1,71.5
2010,8,South Carolina,5.96,81.60,91,72.3
2010,9,South Carolina,4.91,76.60,88.8,64.5
2010,10,South Carolina,1.47,64.40,78.2,50.6
2010,11,South Carolina,1.23,54.00,67,41
2010,12,South Carolina,1.99,38.30,49.6,27
2010,1,South Dakota,0.61,14.80,23.1,6.5
2010,2,South Dakota,0.60,14.60,24,5.2
2010,3,South Dakota,1.19,36.30,45.5,27.1
2010,4,South Dakota,2.38,49.30,61.8,36.9
2010,5,South Dakota,3.69,54.20,65.4,43.1
2010,6,South Dakota,4.92,65.90,77.1,54.7
2010,7,South Dakota,3.73,72.40,85,59.8
2010,8,South Dakota,2.02,73.60,87.1,60
2010,9,South Dakota,3.26,59.10,72.2,46.1
2010,10,South Dakota,1.00,51.60,65.2,38
2010,11,South Dakota,0.33,32.10,43,21.2
2010,12,South Dakota,0.95,17.70,26.7,8.6
2010,1,Tennessee,5.30,32.80,41.6,24.1
2010,2,Tennessee,3.12,33.70,41.7,25.7
2010,3,Tennessee,3.88,47.20,57.5,36.9
2010,4,Tennessee,3.09,60.90,75.1,46.7
2010,5,Tennessee,9.01,69.10,80,58.1
2010,6,Tennessee,3.33,78.40,89,67.7
2010,7,Tennessee,4.34,79.80,90.5,69
2010,8,Tennessee,4.37,79.90,90.9,68.8
2010,9,Tennessee,2.02,71.60,85.3,58
2010,10,Tennessee,2.75,59.20,74.9,43.6
2010,11,Tennessee,5.64,49.80,62.3,37.3
2010,12,Tennessee,2.80,32.70,41.3,24.2
2010,1,Texas,2.37,44.40,56.5,32.4
