YEAR,CROP,STATE,YIELD,UNIT
2011,WHEAT,NEBRASKA,45,BU / ACRE
2011,WHEAT,NEVADA,110.3,BU / ACRE
2011,WHEAT,NEW JERSEY,49,BU / ACRE
2011,WHEAT,NEW MEXICO,21,BU / ACRE
2011,WHEAT,NEW YORK,55,BU / ACRE
2011,WHEAT,NORTH CAROLINA,68,BU / ACRE
2011,WHEAT,NORTH DAKOTA,30.3,BU / ACRE
2011,WHEAT,OHIO,57,BU / ACRE
2011,WHEAT,OKLAHOMA,23,BU / ACRE
2011,WHEAT,OREGON,76,BU / ACRE
2011,WHEAT,PENNSYLVANIA,51,BU / ACRE
2011,WHEAT,SOUTH CAROLINA,60,BU / ACRE
2011,WHEAT,SOUTH DAKOTA,37.3,BU / ACRE
2011,WHEAT,TENNESSEE,68,BU / ACRE
2011,WHEAT,TEXAS,25,BU / ACRE
2011,WHEAT,UTAH,49.4,BU / ACRE
2011,WHEAT,VIRGINIA,71,BU / ACRE
2011,WHEAT,WASHINGTON,70.9,BU / ACRE
2011,WHEAT,WEST VIRGINIA,59,BU / ACRE
2011,WHEAT,WISCONSIN,65,BU / ACRE
2011,WHEAT,WYOMING,34,BU / ACRE
2012,BARLEY,ALASKA,48.1,BU / ACRE
2012,BARLEY,ARIZONA,105,BU / ACRE
2012,BARLEY,CALIFORNIA,55,BU / ACRE
2012,BARLEY,COLORADO,122,BU / ACRE
2012,BARLEY,DELAWARE,84,BU / ACRE
2012,BARLEY,IDAHO,90,BU / ACRE
2012,BARLEY,KANSAS,58,BU / ACRE
2012,BARLEY,MAINE,60,BU / ACRE
2012,BARLEY,MARYLAND,82,BU / ACRE
2012,BARLEY,MICHIGAN,48,BU / ACRE
2012,BARLEY,MINNESOTA,57,BU / ACRE
2012,BARLEY,MONTANA,51,BU / ACRE
2012,BARLEY,NEW YORK,46,BU / ACRE
2012,BARLEY,NORTH CAROLINA,61,BU / ACRE
2012,BARLEY,NORTH DAKOTA,60,BU / ACRE
2012,BARLEY,OREGON,72,BU / ACRE
2012,BARLEY,PENNSYLVANIA,68,BU / ACRE
2012,BARLEY,SOUTH DAKOTA,35,BU / ACRE
2012,BARLEY,UTAH,78,BU / ACRE
2012,BARLEY,VIRGINIA,82,BU / ACRE
2012,BARLEY,WASHINGTON,71,BU / ACRE
2012,BARLEY,WISCONSIN,44,BU / ACRE
2012,BARLEY,WYOMING,89,BU / ACRE
2012,CANOLA,IDAHO,"1,800",LB / ACRE
2012,CANOLA,MINNESOTA,"1,470",LB / ACRE
2012,CANOLA,MONTANA,"1,200",LB / ACRE
2012,CANOLA,NORTH DAKOTA,"1,380",LB / ACRE
2012,CANOLA,OKLAHOMA,"1,330",LB / ACRE
2012,CANOLA,OREGON,"2,050",LB / ACRE
2012,CANOLA,OTHER STATES,"1,683",LB / ACRE
2012,CANOLA,WASHINGTON,"1,800",LB / ACRE
2012,CHICKPEAS,CALIFORNIA,"2,350",LB / ACRE
2012,CHICKPEAS,IDAHO,"1,640",LB / ACRE
2012,CHICKPEAS,MONTANA,"1,120",LB / ACRE
2012,CHICKPEAS,NORTH DAKOTA,"1,300",LB / ACRE
2012,CHICKPEAS,OREGON,"2,000",LB / ACRE
2012,CHICKPEAS,SOUTH DAKOTA,"1,800",LB / ACRE
2012,CHICKPEAS,WASHINGTON,"1,660",LB / ACRE
2012,CORN,ALABAMA,98,BU / ACRE
2012,CORN,ARIZONA,195,BU / ACRE
2012,CORN,ARKANSAS,178,BU / ACRE
2012,CORN,CALIFORNIA,180,BU / ACRE
2012,CORN,COLORADO,133,BU / ACRE
2012,CORN,DELAWARE,135,BU / ACRE
2012,CORN,FLORIDA,115,BU / ACRE
2012,CORN,GEORGIA,180,BU / ACRE
2012,CORN,IDAHO,195,BU / ACRE
2012,CORN,ILLINOIS,105,BU / ACRE
2012,CORN,INDIANA,99,BU / ACRE
2012,CORN,IOWA,137,BU / ACRE
2012,CORN,KANSAS,95,BU / ACRE
2012,CORN,KENTUCKY,68,BU / ACRE
2012,CORN,LOUISIANA,173,BU / ACRE
2012,CORN,MARYLAND,122,BU / ACRE
2012,CORN,MICHIGAN,132,BU / ACRE
2012,CORN,MINNESOTA,165,BU / ACRE
2012,CORN,MISSISSIPPI,165,BU / ACRE
2012,CORN,MISSOURI,75,BU / ACRE
2012,CORN,MONTANA,104,BU / ACRE
2012,CORN,NEBRASKA,142,BU / ACRE
2012,CORN,NEW JERSEY,118,BU / ACRE
2012,CORN,NEW MEXICO,170,BU / ACRE
2012,CORN,NEW YORK,134,BU / ACRE
2012,CORN,NORTH CAROLINA,117,BU / ACRE
2012,CORN,NORTH DAKOTA,122,BU / ACRE
2012,CORN,OHIO,120,BU / ACRE
2012,CORN,OKLAHOMA,110,BU / ACRE
2012,CORN,OREGON,205,BU / ACRE
2012,CORN,PENNSYLVANIA,131,BU / ACRE
2012,CORN,SOUTH CAROLINA,122,BU / ACRE
2012,CORN,SOUTH DAKOTA,101,BU / ACRE
2012,CORN,TENNESSEE,85,BU / ACRE
2012,CORN,TEXAS,129,BU / ACRE
2012,CORN,UTAH,167,BU / ACRE
2012,CORN,VIRGINIA,103,BU / ACRE
2012,CORN,WASHINGTON,215,BU / ACRE
2012,CORN,WEST VIRGINIA,128,BU / ACRE
2012,CORN,WISCONSIN,120,BU / ACRE
2012,CORN,WYOMING,142,BU / ACRE
2012,COTTON,ALABAMA,946,LB / ACRE
2012,COTTON,ARIZONA,"1,470",LB / ACRE
2012,COTTON,ARKANSAS,"1,064",LB / ACRE
2012,COTTON,CALIFORNIA,"1,658",LB / ACRE
2012,COTTON,FLORIDA,897,LB / ACRE
2012,COTTON,GEORGIA,"1,091",LB / ACRE
2012,COTTON,KANSAS,622,LB / ACRE
2012,COTTON,LOUISIANA,"1,020",LB / ACRE
2012,COTTON,MISSISSIPPI,"1,014",LB / ACRE
2012,COTTON,MISSOURI,"1,063",LB / ACRE
2012,COTTON,NEW MEXICO,"1,048",LB / ACRE
2012,COTTON,NORTH CAROLINA,"1,014",LB / ACRE
2012,COTTON,OKLAHOMA,531,LB / ACRE
2012,COTTON,SOUTH CAROLINA,955,LB / ACRE
2012,COTTON,TENNESSEE,946,LB / ACRE
2012,COTTON,TEXAS,632,LB / ACRE
2012,COTTON,VIRGINIA,"1,118",LB / ACRE
2012,FLAXSEED,MINNESOTA,15,BU / ACRE
2012,FLAXSEED,MONTANA,12,BU / ACRE
2012,FLAXSEED,NORTH DAKOTA,17.5,BU / ACRE
2012,FLAXSEED,SOUTH DAKOTA,17,BU / ACRE
2012,HAY & HAYLAGE,CALIFORNIA,5.58,TONS / ACRE
2012,HAY & HAYLAGE,IDAHO,3.77,TONS / ACRE
2012,HAY & HAYLAGE,ILLINOIS,2.67,TONS / ACRE
2012,HAY & HAYLAGE,IOWA,2.68,TONS / ACRE
2012,HAY & HAYLAGE,KANSAS,1.63,TONS / ACRE
2012,HAY & HAYLAGE,MICHIGAN,2.26,TONS / ACRE
2012,HAY & HAYLAGE,MINNESOTA,2.48,TONS / ACRE
2012,HAY & HAYLAGE,MISSOURI,1.57,TONS / ACRE
2012,HAY & HAYLAGE,NEBRASKA,1.77,TONS / ACRE
2012,HAY & HAYLAGE,NEW MEXICO,4.44,TONS / ACRE
2012,HAY & HAYLAGE,NEW YORK,2.36,TONS / ACRE
2012,HAY & HAYLAGE,OHIO,2.35,TONS / ACRE
2012,HAY & HAYLAGE,PENNSYLVANIA,2.6,TONS / ACRE
2012,HAY & HAYLAGE,SOUTH DAKOTA,1.35,TONS / ACRE
2012,HAY & HAYLAGE,TEXAS,1.93,TONS / ACRE
2012,HAY & HAYLAGE,VERMONT,3.4,TONS / ACRE
2012,HAY & HAYLAGE,WASHINGTON,4.06,TONS / ACRE
2012,HAY & HAYLAGE,WISCONSIN,2.81,TONS / ACRE
2012,HOPS,IDAHO,"1,841",LB / ACRE
2012,HOPS,OREGON,"1,746",LB / ACRE
2012,HOPS,WASHINGTON,"2,047",LB / ACRE
2012,PEANUTS,ALABAMA,"4,000",LB / ACRE
2012,PEANUTS,FLORIDA,"3,900",LB / ACRE
2012,PEANUTS,GEORGIA,"4,580",LB / ACRE
2012,PEANUTS,MISSISSIPPI,"4,400",LB / ACRE
2012,PEANUTS,NEW MEXICO,"2,600",LB / ACRE
2012,PEANUTS,NORTH CAROLINA,"4,030",LB / ACRE
2012,PEANUTS,OKLAHOMA,"3,650",LB / ACRE
2012,PEANUTS,SOUTH CAROLINA,"3,900",LB / ACRE
2012,PEANUTS,TEXAS,"3,600",LB / ACRE
2012,PEANUTS,VIRGINIA,"4,100",LB / ACRE
2012,RICE,ARKANSAS,"7,480",LB / ACRE
2012,RICE,CALIFORNIA,"8,150",LB / ACRE
2012,RICE,LOUISIANA,"6,430",LB / ACRE
2012,RICE,MISSISSIPPI,"7,200",LB / ACRE
2012,RICE,MISSOURI,"6,990",LB / ACRE
2012,RICE,TEXAS,"8,370",LB / ACRE
2012,RYE,GEORGIA,23,BU / ACRE
2012,RYE,OKLAHOMA,21,BU / ACRE
2012,RYE,OTHER STATES,29.6,BU / ACRE
2012,SAFFLOWER,CALIFORNIA,"2,000",LB / ACRE
2012,SAFFLOWER,MONTANA,730,LB / ACRE
2012,SAFFLOWER,NORTH DAKOTA,"1,050",LB / ACRE
2012,SAFFLOWER,OTHER STATES,567.3,LB / ACRE
2012,SAFFLOWER,UTAH,430,LB / ACRE
2012,SORGHUM,ARIZONA,115,BU / ACRE
2012,SORGHUM,ARKANSAS,84,BU / ACRE
2012,SORGHUM,COLORADO,20,BU / ACRE
2012,SORGHUM,GEORGIA,53,BU / ACRE
2012,SORGHUM,ILLINOIS,60,BU / ACRE
2012,SORGHUM,KANSAS,39,BU / ACRE
2012,SORGHUM,LOUISIANA,100,BU / ACRE
2012,SORGHUM,MISSISSIPPI,84,BU / ACRE
2012,SORGHUM,MISSOURI,58,BU / ACRE
2012,SORGHUM,NEBRASKA,59,BU / ACRE
2012,SORGHUM,NEW MEXICO,42,BU / ACRE
2012,SORGHUM,OKLAHOMA,26,BU / ACRE
2012,SORGHUM,SOUTH DAKOTA,42,BU / ACRE
2012,SORGHUM,TEXAS,59,BU / ACRE
2012,SOYBEANS,ALABAMA,45,BU / ACRE
2012,SOYBEANS,ARKANSAS,43.5,BU / ACRE
2012,SOYBEANS,DELAWARE,42.5,BU / ACRE
2012,SOYBEANS,FLORIDA,39,BU / ACRE
2012,SOYBEANS,GEORGIA,37.5,BU / ACRE
2012,SOYBEANS,ILLINOIS,43,BU / ACRE
2012,SOYBEANS,INDIANA,44,BU / ACRE
2012,SOYBEANS,IOWA,45,BU / ACRE
2012,SOYBEANS,KANSAS,23,BU / ACRE
2012,SOYBEANS,KENTUCKY,40,BU / ACRE
2012,SOYBEANS,LOUISIANA,46.5,BU / ACRE
2012,SOYBEANS,MARYLAND,47,BU / ACRE
2012,SOYBEANS,MICHIGAN,43,BU / ACRE
2012,SOYBEANS,MINNESOTA,43.5,BU / ACRE
2012,SOYBEANS,MISSISSIPPI,45,BU / ACRE
2012,SOYBEANS,MISSOURI,30,BU / ACRE
2012,SOYBEANS,NEBRASKA,41.5,BU / ACRE
2012,SOYBEANS,NEW JERSEY,39,BU / ACRE
2012,SOYBEANS,NEW YORK,46,BU / ACRE
2012,SOYBEANS,NORTH CAROLINA,39.5,BU / ACRE
2012,SOYBEANS,NORTH DAKOTA,34.5,BU / ACRE
2012,SOYBEANS,OHIO,45,BU / ACRE
2012,SOYBEANS,OKLAHOMA,15,BU / ACRE
2012,SOYBEANS,PENNSYLVANIA,48,BU / ACRE
2012,SOYBEANS,SOUTH CAROLINA,34,BU / ACRE
2012,SOYBEANS,SOUTH DAKOTA,30.5,BU / ACRE
2012,SOYBEANS,TENNESSEE,38,BU / ACRE
2012,SOYBEANS,TEXAS,26,BU / ACRE
2012,SOYBEANS,VIRGINIA,42,BU / ACRE
2012,SOYBEANS,WEST VIRGINIA,49,BU / ACRE
2012,SOYBEANS,WISCONSIN,42,BU / ACRE
2012,SUGARBEETS,CALIFORNIA,43.7,TONS / ACRE
2012,SUGARBEETS,COLORADO,31.8,TONS / ACRE
2012,SUGARBEETS,IDAHO,35.3,TONS / ACRE
2012,SUGARBEETS,MICHIGAN,29,TONS / ACRE
2012,SUGARBEETS,MINNESOTA,26.5,TONS / ACRE
2012,SUGARBEETS,MONTANA,28.2,TONS / ACRE
2012,SUGARBEETS,NEBRASKA,29.8,TONS / ACRE
2012,SUGARBEETS,NORTH DAKOTA,28,TONS / ACRE
2012,SUGARBEETS,OREGON,38,TONS / ACRE
2012,SUGARBEETS,WYOMING,28.6,TONS / ACRE
2012,SUGARCANE,FLORIDA,42.7,TONS / ACRE
2012,SUGARCANE,HAWAII,30,TONS / ACRE
2012,SUGARCANE,LOUISIANA,33,TONS / ACRE
2012,SUGARCANE,TEXAS,32,TONS / ACRE
2012,TOBACCO,CONNECTICUT, (D),LB / ACRE
2012,TOBACCO,GEORGIA,"2,250",LB / ACRE
2012,TOBACCO,KENTUCKY,"2,245",LB / ACRE
2012,TOBACCO,MASSACHUSETTS, (D),LB / ACRE
2012,TOBACCO,NORTH CAROLINA,"2,295",LB / ACRE
2012,TOBACCO,OHIO,"2,100",LB / ACRE
2012,TOBACCO,OTHER STATES,"1,803",LB / ACRE
2012,TOBACCO,PENNSYLVANIA,"2,394",LB / ACRE
2012,TOBACCO,SOUTH CAROLINA,"2,100",LB / ACRE
2012,TOBACCO,TENNESSEE,"2,218",LB / ACRE
2012,TOBACCO,VIRGINIA,"2,322",LB / ACRE
2012,WHEAT,ALABAMA,59,BU / ACRE
2012,WHEAT,ARIZONA,94.2,BU / ACRE
2012,WHEAT,ARKANSAS,55,BU / ACRE
2012,WHEAT,CALIFORNIA,90.9,BU / ACRE
2012,WHEAT,COLORADO,31.3,BU / ACRE
2012,WHEAT,DELAWARE,74,BU / ACRE
2012,WHEAT,FLORIDA,42,BU / ACRE
2012,WHEAT,GEORGIA,50,BU / ACRE
2012,WHEAT,IDAHO,78.2,BU / ACRE
2012,WHEAT,ILLINOIS,64,BU / ACRE
2012,WHEAT,INDIANA,67,BU / ACRE
2012,WHEAT,IOWA,50,BU / ACRE
2012,WHEAT,KANSAS,42,BU / ACRE
2012,WHEAT,KENTUCKY,63,BU / ACRE
2012,WHEAT,LOUISIANA,49,BU / ACRE
2012,WHEAT,MARYLAND,68,BU / ACRE
2012,WHEAT,MICHIGAN,76,BU / ACRE
2012,WHEAT,MINNESOTA,57,BU / ACRE
2012,WHEAT,MISSISSIPPI,57,BU / ACRE
2012,WHEAT,MISSOURI,58,BU / ACRE
2012,WHEAT,MONTANA,34.8,BU / ACRE
2012,WHEAT,NEBRASKA,41,BU / ACRE
2012,WHEAT,NEVADA,77.8,BU / ACRE
2012,WHEAT,NEW JERSEY,56,BU / ACRE
2012,WHEAT,NEW MEXICO,27,BU / ACRE
2012,WHEAT,NEW YORK,63,BU / ACRE
2012,WHEAT,NORTH CAROLINA,57,BU / ACRE
2012,WHEAT,NORTH DAKOTA,43.8,BU / ACRE
2012,WHEAT,OHIO,68,BU / ACRE
2012,WHEAT,OKLAHOMA,36,BU / ACRE
2012,WHEAT,OREGON,65.6,BU / ACRE
2012,WHEAT,PENNSYLVANIA,65,BU / ACRE
2012,WHEAT,SOUTH CAROLINA,53,BU / ACRE
2012,WHEAT,SOUTH DAKOTA,45.9,BU / ACRE
2012,WHEAT,TENNESSEE,63,BU / ACRE
2012,WHEAT,TEXAS,33,BU / ACRE
2012,WHEAT,UTAH,46.3,BU / ACRE
2012,WHEAT,VIRGINIA,64,BU / ACRE
2012,WHEAT,WASHINGTON,66.6,BU / ACRE
2012,WHEAT,WEST VIRGINIA,65,BU / ACRE
2012,WHEAT,WISCONSIN,75,BU / ACRE
2012,WHEAT,WYOMING,26,BU / ACRE
2013,BARLEY,ALASKA,33.3,BU / ACRE
2013,BARLEY,ARIZONA,118,BU / ACRE
2013,BARLEY,CALIFORNIA,75,BU / ACRE
2013,BARLEY,COLORADO,133,BU / ACRE
2013,BARLEY,DELAWARE,78,BU / ACRE
2013,BARLEY,IDAHO,93,BU / ACRE
2013,BARLEY,KANSAS,47,BU / ACRE
2013,BARLEY,MAINE,53,BU / ACRE
2013,BARLEY,MARYLAND,85,BU / ACRE
2013,BARLEY,MICHIGAN,52,BU / ACRE
2013,BARLEY,MINNESOTA,69,BU / ACRE
2013,BARLEY,MONTANA,52,BU / ACRE
2013,BARLEY,NEW YORK,52,BU / ACRE
2013,BARLEY,NORTH CAROLINA,67,BU / ACRE
2013,BARLEY,NORTH DAKOTA,64,BU / ACRE
2013,BARLEY,OREGON,70,BU / ACRE
2013,BARLEY,PENNSYLVANIA,68,BU / ACRE
2013,BARLEY,SOUTH DAKOTA,54,BU / ACRE
2013,BARLEY,UTAH,78,BU / ACRE
2013,BARLEY,VIRGINIA,82,BU / ACRE
2013,BARLEY,WASHINGTON,72,BU / ACRE
2013,BARLEY,WISCONSIN,49,BU / ACRE
2013,BARLEY,WYOMING,89,BU / ACRE
2013,CANOLA,IDAHO,"1,850",LB / ACRE
2013,CANOLA,MINNESOTA,"1,950",LB / ACRE
2013,CANOLA,MONTANA,"1,540",LB / ACRE
2013,CANOLA,NORTH DAKOTA,"1,820",LB / ACRE
2013,CANOLA,OKLAHOMA,"1,350",LB / ACRE
2013,CANOLA,OREGON,"1,600",LB / ACRE
2013,CANOLA,OTHER STATES,"1,592",LB / ACRE
2013,CANOLA,WASHINGTON,"1,700",LB / ACRE
2013,CHICKPEAS,CALIFORNIA,"2,300",LB / ACRE
2013,CHICKPEAS,IDAHO,"1,460",LB / ACRE
2013,CHICKPEAS,MONTANA,"1,760",LB / ACRE
2013,CHICKPEAS,NORTH DAKOTA,"1,880",LB / ACRE
2013,CHICKPEAS,OREGON,"1,890",LB / ACRE
2013,CHICKPEAS,SOUTH DAKOTA,"1,760",LB / ACRE
2013,CHICKPEAS,WASHINGTON,"1,630",LB / ACRE
2013,CORN,ALABAMA,147,BU / ACRE
2013,CORN,ARIZONA,177,BU / ACRE
2013,CORN,ARKANSAS,186,BU / ACRE
2013,CORN,CALIFORNIA,191,BU / ACRE
2013,CORN,COLORADO,131,BU / ACRE
2013,CORN,DELAWARE,166,BU / ACRE
2013,CORN,FLORIDA,133,BU / ACRE
2013,CORN,GEORGIA,175,BU / ACRE
2013,CORN,IDAHO,181,BU / ACRE
2013,CORN,ILLINOIS,178,BU / ACRE
2013,CORN,INDIANA,177,BU / ACRE
2013,CORN,IOWA,164,BU / ACRE
2013,CORN,KANSAS,126,BU / ACRE
2013,CORN,KENTUCKY,170,BU / ACRE
2013,CORN,LOUISIANA,173,BU / ACRE
2013,CORN,MARYLAND,158,BU / ACRE
2013,CORN,MICHIGAN,155,BU / ACRE
2013,CORN,MINNESOTA,159,BU / ACRE
2013,CORN,MISSISSIPPI,176,BU / ACRE
2013,CORN,MISSOURI,136,BU / ACRE
2013,CORN,MONTANA,115,BU / ACRE
2013,CORN,NEBRASKA,169,BU / ACRE
2013,CORN,NEW JERSEY,139,BU / ACRE
2013,CORN,NEW MEXICO,190,BU / ACRE
2013,CORN,NEW YORK,137,BU / ACRE
2013,CORN,NORTH CAROLINA,142,BU / ACRE
2013,CORN,NORTH DAKOTA,110,BU / ACRE
2013,CORN,OHIO,174,BU / ACRE
2013,CORN,OKLAHOMA,145,BU / ACRE
2013,CORN,OREGON,188,BU / ACRE
2013,CORN,PENNSYLVANIA,146,BU / ACRE
2013,CORN,SOUTH CAROLINA,129,BU / ACRE
2013,CORN,SOUTH DAKOTA,137,BU / ACRE
2013,CORN,TENNESSEE,156,BU / ACRE
2013,CORN,TEXAS,136,BU / ACRE
2013,CORN,UTAH,170,BU / ACRE
2013,CORN,VIRGINIA,154,BU / ACRE
2013,CORN,WASHINGTON,215,BU / ACRE
2013,CORN,WEST VIRGINIA,147,BU / ACRE
2013,CORN,WISCONSIN,145,BU / ACRE
2013,CORN,WYOMING,127,BU / ACRE
2013,COTTON,ALABAMA,789,LB / ACRE
2013,COTTON,ARIZONA,"1,445",LB / ACRE
2013,COTTON,ARKANSAS,"1,133",LB / ACRE
2013,COTTON,CALIFORNIA,"1,628",LB / ACRE
2013,COTTON,FLORIDA,661,LB / ACRE
2013,COTTON,GEORGIA,831,LB / ACRE
2013,COTTON,KANSAS,757,LB / ACRE
2013,COTTON,LOUISIANA,"1,223",LB / ACRE
2013,COTTON,MISSISSIPPI,"1,203",LB / ACRE
2013,COTTON,MISSOURI,968,LB / ACRE
2013,COTTON,NEW MEXICO,921,LB / ACRE
2013,COTTON,NORTH CAROLINA,799,LB / ACRE
2013,COTTON,OKLAHOMA,616,LB / ACRE
2013,COTTON,SOUTH CAROLINA,691,LB / ACRE
2013,COTTON,TENNESSEE,853,LB / ACRE
2013,COTTON,TEXAS,646,LB / ACRE
2013,COTTON,VIRGINIA,941,LB / ACRE
2013,FLAXSEED,MINNESOTA,19,BU / ACRE
2013,FLAXSEED,MONTANA,15,BU / ACRE
2013,FLAXSEED,NORTH DAKOTA,20,BU / ACRE
2013,FLAXSEED,SOUTH DAKOTA,20,BU / ACRE
2013,HAY & HAYLAGE,CALIFORNIA,5.98,TONS / ACRE
2013,HAY & HAYLAGE,IDAHO,3.62,TONS / ACRE
2013,HAY & HAYLAGE,ILLINOIS,3.12,TONS / ACRE
2013,HAY & HAYLAGE,IOWA,3.07,TONS / ACRE
2013,HAY & HAYLAGE,KANSAS,2.41,TONS / ACRE
2013,HAY & HAYLAGE,MICHIGAN,3.02,TONS / ACRE
2013,HAY & HAYLAGE,MINNESOTA,2.25,TONS / ACRE
2013,HAY & HAYLAGE,MISSOURI,2,TONS / ACRE
2013,HAY & HAYLAGE,NEBRASKA,2,TONS / ACRE
2013,HAY & HAYLAGE,NEW MEXICO,4.16,TONS / ACRE
2013,HAY & HAYLAGE,NEW YORK,2.47,TONS / ACRE
2013,HAY & HAYLAGE,OHIO,2.71,TONS / ACRE
2013,HAY & HAYLAGE,PENNSYLVANIA,2.79,TONS / ACRE
2013,HAY & HAYLAGE,SOUTH DAKOTA,1.98,TONS / ACRE
2013,HAY & HAYLAGE,TEXAS,1.63,TONS / ACRE
2013,HAY & HAYLAGE,VERMONT,2.73,TONS / ACRE
2013,HAY & HAYLAGE,WASHINGTON,4.44,TONS / ACRE
2013,HAY & HAYLAGE,WISCONSIN,2.65,TONS / ACRE
2013,HOPS,IDAHO,"1,740",LB / ACRE
2013,HOPS,OREGON,"1,764",LB / ACRE
2013,HOPS,WASHINGTON,"2,025",LB / ACRE
2013,PEANUTS,ALABAMA,"3,550",LB / ACRE
2013,PEANUTS,FLORIDA,"3,950",LB / ACRE
2013,PEANUTS,GEORGIA,"4,430",LB / ACRE
2013,PEANUTS,MISSISSIPPI,"3,700",LB / ACRE
2013,PEANUTS,NEW MEXICO,"3,100",LB / ACRE
2013,PEANUTS,NORTH CAROLINA,"3,900",LB / ACRE
2013,PEANUTS,OKLAHOMA,"3,700",LB / ACRE
2013,PEANUTS,SOUTH CAROLINA,"3,500",LB / ACRE
2013,PEANUTS,TEXAS,"3,620",LB / ACRE
2013,PEANUTS,VIRGINIA,"3,950",LB / ACRE
2013,RICE,ARKANSAS,"7,560",LB / ACRE
2013,RICE,CALIFORNIA,"8,480",LB / ACRE
2013,RICE,LOUISIANA,"7,300",LB / ACRE
2013,RICE,MISSISSIPPI,"7,400",LB / ACRE
2013,RICE,MISSOURI,"7,030",LB / ACRE
2013,RICE,TEXAS,"7,740",LB / ACRE
2013,RYE,GEORGIA,27,BU / ACRE
2013,RYE,OKLAHOMA,20,BU / ACRE
2013,RYE,OTHER STATES,31.3,BU / ACRE
2013,SAFFLOWER,CALIFORNIA,"2,000",LB / ACRE
2013,SAFFLOWER,MONTANA,"1,110",LB / ACRE
2013,SAFFLOWER,NORTH DAKOTA,"1,200",LB / ACRE
2013,SAFFLOWER,OTHER STATES,875,LB / ACRE
2013,SAFFLOWER,UTAH,570,LB / ACRE
2013,SORGHUM,ARIZONA,75,BU / ACRE
2013,SORGHUM,ARKANSAS,102,BU / ACRE
2013,SORGHUM,COLORADO,24,BU / ACRE
2013,SORGHUM,GEORGIA,50,BU / ACRE
2013,SORGHUM,ILLINOIS,94,BU / ACRE
2013,SORGHUM,KANSAS,59,BU / ACRE
2013,SORGHUM,LOUISIANA,107,BU / ACRE
2013,SORGHUM,MISSISSIPPI,94,BU / ACRE
2013,SORGHUM,MISSOURI,82,BU / ACRE
2013,SORGHUM,NEBRASKA,67,BU / ACRE
2013,SORGHUM,NEW MEXICO,34,BU / ACRE
2013,SORGHUM,OKLAHOMA,55,BU / ACRE
2013,SORGHUM,OTHER STATES,0,BU / ACRE
2013,SORGHUM,SOUTH DAKOTA,80,BU / ACRE
2013,SORGHUM,TEXAS,56,BU / ACRE
2013,SOYBEANS,ALABAMA,43.5,BU / ACRE
2013,SOYBEANS,ARKANSAS,43.5,BU / ACRE
2013,SOYBEANS,DELAWARE,40.5,BU / ACRE
2013,SOYBEANS,FLORIDA,41,BU / ACRE
2013,SOYBEANS,GEORGIA,40.5,BU / ACRE
2013,SOYBEANS,ILLINOIS,50,BU / ACRE
2013,SOYBEANS,INDIANA,51.5,BU / ACRE
2013,SOYBEANS,IOWA,45.5,BU / ACRE
2013,SOYBEANS,KANSAS,37,BU / ACRE
2013,SOYBEANS,KENTUCKY,50,BU / ACRE
2013,SOYBEANS,LOUISIANA,48.5,BU / ACRE
2013,SOYBEANS,MARYLAND,39.5,BU / ACRE
2013,SOYBEANS,MICHIGAN,44.5,BU / ACRE
2013,SOYBEANS,MINNESOTA,42,BU / ACRE
2013,SOYBEANS,MISSISSIPPI,46,BU / ACRE
2013,SOYBEANS,MISSOURI,36,BU / ACRE
2013,SOYBEANS,NEBRASKA,53.5,BU / ACRE
2013,SOYBEANS,NEW JERSEY,39.5,BU / ACRE
2013,SOYBEANS,NEW YORK,48,BU / ACRE
2013,SOYBEANS,NORTH CAROLINA,33.5,BU / ACRE
2013,SOYBEANS,NORTH DAKOTA,30.5,BU / ACRE
2013,SOYBEANS,OHIO,49.5,BU / ACRE
2013,SOYBEANS,OKLAHOMA,30.5,BU / ACRE
2013,SOYBEANS,PENNSYLVANIA,49,BU / ACRE
2013,SOYBEANS,SOUTH CAROLINA,28.5,BU / ACRE
2013,SOYBEANS,SOUTH DAKOTA,40.5,BU / ACRE
2013,SOYBEANS,TENNESSEE,46.5,BU / ACRE
2013,SOYBEANS,TEXAS,25.5,BU / ACRE
2013,SOYBEANS,VIRGINIA,38.5,BU / ACRE
2013,SOYBEANS,WEST VIRGINIA,46.5,BU / ACRE
2013,SOYBEANS,WISCONSIN,39,BU / ACRE
2013,SUGARBEETS,CALIFORNIA,43.4,TONS / ACRE
2013,SUGARBEETS,COLORADO,33.5,TONS / ACRE
2013,SUGARBEETS,IDAHO,36.2,TONS / ACRE
2013,SUGARBEETS,MICHIGAN,26.2,TONS / ACRE
2013,SUGARBEETS,MINNESOTA,26,TONS / ACRE
2013,SUGARBEETS,MONTANA,29.2,TONS / ACRE
2013,SUGARBEETS,NEBRASKA,29.7,TONS / ACRE
2013,SUGARBEETS,NORTH DAKOTA,25.3,TONS / ACRE
2013,SUGARBEETS,OREGON,38.4,TONS / ACRE
2013,SUGARBEETS,WYOMING,29.5,TONS / ACRE
2013,SUGARCANE,FLORIDA,42.5,TONS / ACRE
2013,SUGARCANE,HAWAII,20.5,TONS / ACRE
2013,SUGARCANE,LOUISIANA,30.5,TONS / ACRE
2013,SUGARCANE,TEXAS,37,TONS / ACRE
2013,TARO,HAWAII,"7,800",LB / ACRE
2013,TOBACCO,CONNECTICUT, (D),LB / ACRE
2013,TOBACCO,GEORGIA,"1,750",LB / ACRE
